Ticker,Date,Price Open,Price Low,Price High,Price Close,Volume
AALLON,6/8/2019,8.36,8.34,8.48,8.48,472
AALLON,7/8/2019,8.48,8.34,8.5,8.5,826
AALLON,8/8/2019,8.5,8.36,8.5,8.4,241
AALLON,9/8/2019,8.4,8.38,8.5,8.5,451
AALLON,12/8/2019,8.5,8.46,8.5,8.46,108
AALLON,13/8/2019,8.5,8.4,8.5,8.4,220
AALLON,14/8/2019,8.4,8.4,8.46,8.46,509
AALLON,15/8/2019,8.46,8.36,8.46,8.36,248
AALLON,16/8/2019,8.4,8.4,8.48,8.48,1070
AALLON,19/8/2019,8.5,8.48,8.52,8.48,1298
AALLON,20/8/2019,8.52,8.4,8.52,8.42,1494
AALLON,21/8/2019,8.5,8.44,8.58,8.58,1085
AALLON,22/8/2019,8.7,8.7,9.8,9.5,6049
AALLON,23/8/2019,9.54,9.54,10.7,10.5,4905
AALLON,26/8/2019,10.65,10.05,10.65,10.05,2342
AALLON,27/8/2019,10.15,10.1,10.15,10.1,214
AALLON,28/8/2019,10.05,9.32,10.05,9.56,3108
AALLON,29/8/2019,9.22,9.2,9.4,9.2,3269
AALLON,30/8/2019,9.2,9.2,9.46,9.26,774
AALLON,2/9/2019,9.3,9.3,9.4,9.4,754
AALLON,3/9/2019,9.58,9.3,9.6,9.3,788
AALLON,4/9/2019,9.28,9.28,9.3,9.28,1008
AALLON,5/9/2019,9.28,9.12,9.28,9.26,217
AALLON,6/9/2019,9.26,9.26,9.26,9.26,81
AALLON,9/9/2019,9.26,9.26,9.26,9.26,33
AALLON,10/9/2019,9.3,9.3,9.3,9.3,14
AALLON,11/9/2019,9.42,9.24,9.42,9.24,395
AALLON,12/9/2019,9.28,9.24,9.4,9.4,902
AALLON,13/9/2019,9.38,9.38,9.58,9.58,1223
AALLON,16/9/2019,9.42,9.34,9.5,9.34,1109
AALLON,17/9/2019,9.34,9.14,9.34,9.14,2068
AALLON,18/9/2019,9.24,9.1,9.24,9.24,1462
AALLON,19/9/2019,9.42,9.42,9.42,9.42,6
AALLON,20/9/2019,9.5,9.16,9.5,9.3,1851
AALLON,23/9/2019,9.34,9.28,9.34,9.28,175
AALLON,24/9/2019,9.28,9.18,9.3,9.3,1480
AALLON,25/9/2019,9.3,9.16,9.3,9.24,289
AALLON,26/9/2019,9.16,9.16,9.16,9.16,99
AALLON,27/9/2019,9.28,9.28,9.48,9.34,2924
AALLON,30/9/2019,9.34,9.24,9.42,9.24,1282
AALLON,1/10/2019,9.26,9.26,9.42,9.4,2044
AALLON,2/10/2019,9.42,9.24,9.42,9.42,1364
AALLON,3/10/2019,9.4,9.24,9.4,9.4,633
AALLON,4/10/2019,9.4,9.24,9.42,9.26,189
AALLON,7/10/2019,9.26,8.92,9.26,9,1176
AALLON,8/10/2019,9.16,8.9,9.24,9.04,1954
AALLON,9/10/2019,9.08,9.02,9.08,9.04,184
AALLON,10/10/2019,9.04,9.04,9.08,9.08,638
AALLON,11/10/2019,9.08,9.08,9.22,9.1,2112
AALLON,14/10/2019,9.04,8.94,9.08,9,504
AALLON,15/10/2019,9,9,9,9,235
